original_name,canonical_name,reason,original_party,original_terms,merged_party,merged_terms
"Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine, Anayasa ve kanunların bir partinin veya bir hükûmetin bakanının siyaset yapma yetkisini elinden almadığına ilişkin açıklaması 1022:1024 38.- Manisa Milletvekili Özgür Özel",Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 1092 48.- Denizli Milletvekili Cahit Özkan,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
"Özgür Özel’in yaptığı açıklaması ile İzmir Milletvekili Dursun Müsavat Dervişoğlu’nun İYİ PARTİ Grubu adına ve Ankara Milletvekili Tekin Bingöl’ün CHP Grubu adına yaptığı konuşmasındaki bazı ifadelerine, sağlık üzerinden politika yapılmasının hiçbir siyasetçiye şifa olmayacağına, malzeme sorununu çözme noktasında gereğinin yapılacağına, mücadelenin seferberlik hâlinde sağlık ordusuyla gerçekleştirilebileceğine ve bugünlerin hep birlikte aşılacağına ilişkin açıklaması 366:370 8.- Erzurum Milletvekili İbrahim Aydemir",Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 145:146 59.- Kocaeli Milletvekili Tahsin Tarhan,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 756:757 33.- Manisa Milletvekili Özgür Özel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 153 35.- Manisa Milletvekili Özgür Özel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 167:168 20.- Manisa Milletvekili Özgür Özel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 168 22.- İstanbul Milletvekili Hakkı Saruhan Oluç,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 519 32.- Manisa Milletvekili Özgür Özel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 621 560 TBMM B: 36 14 . 12 . 2021 Sayfa 13.- Çanakkale Milletvekili Bülent Turan,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 93 5 TBMM B: 70 23 . 3 . 2022 Sayfa 60.- Manisa Milletvekili Özgür Özel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 94 62.- Ağrı Milletvekili Ekrem Çelebi,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 167 39.- Diyarbakır Milletvekili İdris Baluken,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 106:107 6.- Diyarbakır Milletvekili Çağlar Demirel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 887:888 24.- Muğla Milletvekili Mehmet Erdoğan,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 930 27.- Plan ve Bütçe Komisyonu Başkanı Süreyya Sadi Bilgiç,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 36:37 21.- Afyonkarahisar Milletvekili Mehmet Parsak,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 422 21.- Eskişehir Milletvekili Cemal Okan Yüksel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 345 39.- Aydın Milletvekili Hüseyin Yıldız,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 201:202 24.- Amasya Milletvekili Mehmet Naci Bostancı,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 529 21.- Manisa Milletvekili Özgür Özel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 787:789 27.- Samsun Milletvekili Erhan Usta,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 150:151 4.- İstanbul Milletvekili Mehmet Muş,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin tekraren açıklaması 152:153 8.- Sakarya Milletvekili Engin Özkoç,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 382 41.- İstanbul Milletvekili Gülay Yedekci,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 631 50.- Manisa Milletvekili Özgür Özel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 453:454 36.- Amasya Milletvekili Mehmet Naci Bostancı,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 569:570 59.- Adana Milletvekili Meral Danış Beştaş,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 539:541 35.- Manisa Milletvekili Özgür Özel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 1041 5.- Manisa Milletvekili Özgür Özel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 66:69 33.- Muş Milletvekili Ahmet Yıldırım,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 132:133 50.- Manisa Milletvekili Özgür Özel,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 1008:1009 29.- İstanbul Milletvekili Filiz Kerestecioğlu Demir,Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Mehmet Akif Hamzaçebi,MehmetAkif Hamzaçebi,fuzzy_match,Cumhuriyet Halk Partisi,"[22, 23, 24, 25, 26, 27]",Cumhuriyet Halk Partisi,"[22, 23, 24, 25, 26, 27]"
Sibel Özdemir’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 120 6 TBMM B: 98 11 . 6 . 2020 Sayfa 52.- Düzce Milletvekili Ümit Yılmaz,Sibel Özdemir’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 365:366 15.- Avrupa Birliği Bakanı Ömer Çelik,fuzzy_match,,[],CHP,[]
Erkan Akçay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 135:136 54.- Denizli Milletvekili Cahit Özkan,Erkan Akçay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 182:184 10.- Muş Milletvekili Ahmet Yıldırım,fuzzy_match,,[],,[]
Erkan Akçay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 908:909 25.- Diyarbakır Milletvekili İdris Baluken,Erkan Akçay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 182:184 10.- Muş Milletvekili Ahmet Yıldırım,fuzzy_match,,[],,[]
Engin Altay’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 148:150 2 TBMM B: 34 11 . 12 . 2017 Sayfa 2.- İstanbul Milletvekili Engin Altay,Engin Altay’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 152 12.- İstanbul Milletvekili Engin Altay,fuzzy_match,,[],,[]
Engin Altay’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 492 36.- Adana Milletvekili Meral Danış Beştaş,Engin Altay’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 152 12.- İstanbul Milletvekili Engin Altay,fuzzy_match,,[],,[]
Engin Altay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 91 23.- Amasya Milletvekili Mehmet Naci Bostancı,Engin Altay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 530 43.- Siirt Milletvekili Meral Danış Beştaş,fuzzy_match,,[],CHP,[]
Engin Altay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 379:380 28.- Kocaeli Milletvekili Haydar Akar,Engin Altay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 530 43.- Siirt Milletvekili Meral Danış Beştaş,fuzzy_match,,[],CHP,[]
Engin Altay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 959:960 15.- Amasya Milletvekili Mehmet Naci Bostancı,Engin Altay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 530 43.- Siirt Milletvekili Meral Danış Beştaş,fuzzy_match,,[],CHP,[]
Oktay Vural’,Oktay Vural,fuzzy_match,Milliyetçi Hareket Partisi(1995-2023)İYİ Parti(2023-günümüz),"[21, 23, 24, 25, 26]",Milliyetçi Hareket Partisi(1995-2023)İYİ Parti(2023-günümüz),"[21, 23, 24, 25, 26]"
Oktay Vural’ın yaptığı açıklamasındaki bazı ifadelerine ve Mevlit Kandili’ni kutladığına ilişkin açıklaması 278:279 228 TBMM B: 17 22 . 12 . 2015 Sayfa 6.- İstanbul Milletvekili Gamze Akkuş İlgezdi,Oktay Vural’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 999:1000 24.- Sağlık Bakanı Mehmet Müezzinoğlu’n,fuzzy_match,,[],,[]
Özgür Özel ile Mersin Milletvekili Baki Şimşek’in yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 354:355 39.- Mersin Milletvekili Aytuğ Atıcı,Özgür Özel ile İzmir Milletvekili Oktay Vural’ın yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 790:792 14.- Manisa Milletvekili Özgür Özel,fuzzy_match,,[],,[]
Serdal Kuyucuoğlu’n,Serdal Kuyucoğlu’n,fuzzy_match,Cumhuriyet Halk Partisi,[26],Cumhuriyet Halk Partisi,[26]
Bülent Kuşoğlu’nun yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 943:944 846 TBMM B: 43 20 . 12 . 2017 Sayfa 13.- İstanbul Milletvekili Engin Altay,Bülent Kuşoğlu’nun yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 278:279 31.- Ankara Milletvekili Levent Gök,fuzzy_match,,[],,[]
İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 176:178 6 TBMM B: 16 17 . 12 . 2015 Sayfa 42.- Amasya Milletvekili Mehmet Naci Bostancı,İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 576 16.- İzmir Milletvekili Oktay Vural,fuzzy_match,,[],,[]
İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 647:648 5.- Tokat Milletvekili Coşkun Çakır,İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 576 16.- İzmir Milletvekili Oktay Vural,fuzzy_match,,[],,[]
İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 511:514 5.- Manisa Milletvekili Erkan Akçay,İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 576 16.- İzmir Milletvekili Oktay Vural,fuzzy_match,,[],,[]
İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 143:144 13.- Samsun Milletvekili Erhan Usta,İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 576 16.- İzmir Milletvekili Oktay Vural,fuzzy_match,,[],,[]
İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 144:146 18.- Diyarbakır Milletvekili İdris Baluken,İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 576 16.- İzmir Milletvekili Oktay Vural,fuzzy_match,,[],,[]
İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 867:869 827 TBMM B: 7 13 . 10 . 2016 Sayfa 23.- Avrupa Birliği Bakanı Ömer Çelik,İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 576 16.- İzmir Milletvekili Oktay Vural,fuzzy_match,,[],,[]
İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 612:613 25.- Ankara Milletvekili Levent Gök,İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 576 16.- İzmir Milletvekili Oktay Vural,fuzzy_match,,[],,[]
İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 1123 27.- Aile ve Sosyal Politikalar Bakanı Fatma Betül Sayan Kaya,İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 576 16.- İzmir Milletvekili Oktay Vural,fuzzy_match,,[],,[]
Özgür Özel’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ifadelerine ilişkin açıklaması 993:994 31.- Adana Milletvekili Meral Danış Beştaş,Özgür Özel’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 1051:1052 6.- Manisa Milletvekili Özgür Özel,fuzzy_match,,[],,[]
Kemalettin Yılmaztekin,Kemalettin Yılmaztek,fuzzy_match,Adalet ve Kalkınma Partisi,[26],Adalet ve Kalkınma Partisi,[26]
"Zülfikar İnönü Tümer, 6455 sayılı Gümrük Kanunu’nun 20’nci maddesinde yapılan bir değişiklik nedeniyle yaşanan mağduriyetlerin giderilmesi için yeni bir düzenleme yapılması gerektiğine ilişkin açıklaması 578 508 TBMM B: 49 3 . 1 . 2017 Sayfa 34.- Çorum Milletvekili Tufan Köse",Zülfikar İnönü Tümer,fuzzy_match,,[],Cumhuriyet Halk Partisi(1997-günümüz),"[25, 26]"
Zülfikar İnönü Tümer’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 256 31.- Samsun Milletvekili Erhan Usta,Zülfikar İnönü Tümer,fuzzy_match,,[],Cumhuriyet Halk Partisi(1997-günümüz),"[25, 26]"
Ahmet Selim Yurdakul’un 533 sıra sayılı Kanun Tasarısı’nın 13’üncü maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 204 153 TBMM B: 68 8 . 3 . 2018 Sayfa 26.- Kahramanmaraş Milletvekili İmran Kılıç,Ahmet Selim Yurdakul,fuzzy_match,,[],Milliyetçi Hareket Partisi,"[25, 26]"
İdris Baluken’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 985:986 19.- Ankara Milletvekili Levent Gök,İdris Baluken’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 317 31.- İstanbul Milletvekili Engin Altay,fuzzy_match,,[],,[]
Cemal Okan Yüksel’in usul görüşmesiyle ilgili yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 100 43.- Adalet Komisyonu Başkanı Ahmet İyimaya,Cemal Okan Yüksel,fuzzy_match,,[],Cumhuriyet Halk Partisi,"[25, 26]"
Sırrı Süreyya Önder’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 184 29.- Ankara Milletvekili Sırrı Süreyya Önder,Sırrı Süreyya Önder,fuzzy_match,,[],Barış ve Demokrasi Partisi(2011-2014)Halkların Demokratik Partisi(2014-2023)Halkların Eşitlik ve Demokrasi Partisi(2023-2025),"[24, 25, 26, 28]"
Burcu Çelik Özkan’ın 400 sıra sayılı Kanun Tasarısı’nın 18’inci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine açıklaması 750:751 27.- Diyarbakır Milletvekili Çağlar Demirel,Burcu Çelik Özkan,fuzzy_match,,[],Halkların Demokratik Partisi,[26]
Ahmet Yıldrırım,Ahmet Yıldırım,fuzzy_match,,[],,[]
Aytuğ Atıcı ile Adana Milletvekili Meral Danış Beştaş’ın sataşma nedeniyle yaptıkları konuşmalarındaki bazı ifadelerine ilişkin açıklaması 785:786 25.- Manisa Milletvekili Özgür Özel,Aytuğ Atıcı ile İstanbul Milletvekili Mahmut Tanal’ın yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 418 15.- İzmir Milletvekili Oktay Vural,fuzzy_match,,[],,[]
"Erkan Akçay, MHP Grubu olarak Adalet ve Kalkınma Partisi Grup Başkan Vekili İlknur İnceöz’e babasının vefatı nedeniyle başsağlığı dileğinde bulunduklarına, 17 Nisan 8’inci Cumhurbaşkanı Turgut Özal’ın vefatının 23’üncü yıl dönümüne ve Çal Dağı nikel madeniyle ilgili ÇED raporunun iptal edilmesini Orman ve Su İşleri Bakanının çok iyi değerlendirerek buna göre hareket etmesi gerektiğine ilişkin açıklaması 197:198 16.- Manisa Milletvekili Özgür Özel","Erkan Akçay, MHP Grubu olarak Ankara’daki terör saldırısında hayatını kaybedenlere Allah’tan rahmet, yaralılara acil şifalar dilediklerine, Türkiye Cumhuriyeti’nin terörü yok edebilecek güçte olduğuna ve Türkiye Büyük Millet Meclisinin ortak ve kararlı bir duruşu sergileyebileceğine ilişkin açıklaması 880:881 46.- Diyarbakır Milletvekili İdris Baluken",fuzzy_match,,[],,[]
Ahmet Yıldırım’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 42:45 10.- Adana Milletvekili Meral Danış Beştaş,Ahmet Yıldırım’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 70 35.- Trabzon Milletvekili Haluk Pekşen,fuzzy_match,,[],,[]
Ahmet Yıldırım’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 190:191 27.- Amasya Milletvekili Mehmet Naci Bostancı,Ahmet Yıldırım’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 70 35.- Trabzon Milletvekili Haluk Pekşen,fuzzy_match,,[],,[]
Levent Gök’ün yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 415:416 36.- Ankara Milletvekili Sırrı Süreyya Önder,Levent Gök’ün yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 153:154 9.- Ankara Milletvekili Levent Gök,fuzzy_match,,[],,[]
Levent Gök’ün yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 746 28.- Kayseri Milletvekili Mustafa Elitaş,Levent Gök’ün yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 153:154 9.- Ankara Milletvekili Levent Gök,fuzzy_match,,[],,[]
Levent Gök’ün yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 477:478 23.- İstanbul Milletvekili Filiz Kerestecioğlu Demir,Levent Gök’ün yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 153:154 9.- Ankara Milletvekili Levent Gök,fuzzy_match,,[],,[]
Levent Gök’ün yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 69:71 37.- Amasya Milletvekili Mehmet Naci Bostancı,Levent Gök’ün yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 153:154 9.- Ankara Milletvekili Levent Gök,fuzzy_match,,[],,[]
Erhan Usta’nın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 204:205 33.- Sakarya Milletvekili Engin Özkoç,Erhan Usta’nın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 742 33.- Başbakan Yardımcısı Nurettin Canikli,fuzzy_match,,[],,[]
Ertuğrul Kürkçü’n,Ertuğrul Kürkcü’n,fuzzy_match,Halkların Demokratik Partisi(2013-günümüz),"[24, 25, 26]",Halkların Demokratik Partisi(2013-günümüz),"[24, 25, 26]"
Engin Özkoç’un yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 482:484 34.- Sakarya Milletvekili Engin Özkoç,Engin Özkoç’un yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 65:67 35.- Ankara Milletvekili Levent Gök,fuzzy_match,,[],,[]
Engin Özkoç’un yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 490:491 37.- İstanbul Milletvekili Mehmet Muş,Engin Özkoç’un yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 65:67 35.- Ankara Milletvekili Levent Gök,fuzzy_match,,[],,[]
Garo Paylan’ın 533 sıra sayılı Kanun Tasarısı’nın 4’üncü maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 517 41.- İstanbul Milletvekili Garo Paylan,Garo Paylan’ın 533 sıra sayılı Kanun Tasarısı’nın 16’ncı maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 219:220 29.- Maliye Bakanı Naci Ağbal,fuzzy_match,,[],,[]
Emine Ülker Tarhan’ın gündem dışı açıklamayla ilgili CHP Grubu adına yaptığı konuşmasında kullandığı bazı ifadelere ilişkin açıklaması 965:966 2.- Hatay Milletvekili Refik Eryılmaz,Emine Ülker Tarhan,fuzzy_match,,[],Cumhuriyet Halk Partisi(2011-2014)Anadolu Partisi(2014-2015),[24]
Reşat Doğru’n,Reşat Doğru,fuzzy_match,Milliyetçi Hareket Partisi,"[21, 23, 24]",Milliyetçi Hareket Partisi,"[21, 23, 24]"
Ayşe Türkmenoğlu’n,Ayşe Türkmenoğlu,fuzzy_match,,[23],,[23]
Ferit Mevlüt Aslanoğlu’n,Ferit Mevlüt Aslanoğlu,fuzzy_match,,"[22, 23, 24]",,"[22, 23, 24]"
Adnan Keskin,Adnan Kesk,fuzzy_match,Cumhuriyet Halk PartisiSosyaldemokrat Halkçı Parti,"[16, 18, 19, 20, 24]",Cumhuriyet Halk PartisiSosyaldemokrat Halkçı Parti,"[16, 18, 19, 20, 24]"
Kemalettin Yılmaztek,Kemalettin Yılmaz,fuzzy_match,Adalet ve Kalkınma Partisi,[26],Adalet ve Kalkınma Partisi,[26]
Kemal Kılıçdaroğlu’n,Kemal Kılıçdaroğlu,fuzzy_match,Cumhuriyet Halk Partisi(2002-günümüz),"[22, 23, 24, 25, 26, 27]",Cumhuriyet Halk Partisi(2002-günümüz),"[22, 23, 24, 25, 26, 27]"
Tevfık Ziyaeddin Akbulut,Tevfik Ziyaeddin Akbulut,fuzzy_match,,"[22, 23, 24]",,"[22, 23, 24]"
Kâmil Erdal Sipahi,Kamil Erdal Sipahi,fuzzy_match,,[23],,[23]
Hasan Erçelebi,Hasan Erçclebi,fuzzy_match,,[],,[]
Hakkı Süha Okay,Hakkı Suha Okay,fuzzy_match,Cumhuriyet Halk Partisi,[23],Cumhuriyet Halk Partisi,[23]
Cemaleddin Uslu’n,Cemaleddin Uslu,fuzzy_match,Milliyetçi Hareket Partisi,[23],Milliyetçi Hareket Partisi,[23]
Ertuğrul Kumcuoğlu’n,Ertuğrul Kumcuoğlu,fuzzy_match,Milliyetçi Hareket Partisi,"[21, 23]",Milliyetçi Hareket Partisi,"[21, 23]"
